f	pi	p0
0.02564	4265.0	5215.0
0.05128	1523.0	2587.0
0.07692	836.0	1653.0
0.10256	581.0	1304.0
0.12821	470.0	993.0
0.15385	407.0	713.0
0.17949	312.0	816.0
0.20513	274.0	666.0
0.23077	211.0	599.0
0.25641	187.0	460.0
0.28205	169.0	455.0
0.30769	166.0	435.0
0.33333	141.0	338.0
0.35897	122.0	378.0
0.38462	102.0	354.0
0.41026	108.0	315.0
0.4359	85.0	280.0
0.46154	77.0	240.0
0.48718	94.0	236.0
0.51282	79.0	230.0
0.53846	73.0	231.0
0.5641	70.0	202.0
0.58974	55.0	174.0
0.61538	42.0	231.0
0.64103	45.0	211.0
0.66667	45.0	213.0
0.69231	60.0	177.0
0.71795	47.0	199.0
0.74359	39.0	181.0
0.76923	41.0	161.0
0.79487	35.0	153.0
0.82051	47.0	156.0
0.84615	34.0	123.0
0.87179	23.0	115.0
0.89744	45.0	135.0
0.92308	57.0	139.0
0.94872	44.0	97.0
0.97436	35.0	117.0
1.0	25.0	132.0
