f	pi	p0
0.02564	4407.0	5191.0
0.05128	1578.0	2497.0
0.07692	841.0	1589.0
0.10256	545.0	1227.0
0.12821	444.0	972.0
0.15385	414.0	748.0
0.17949	279.0	782.0
0.20513	282.0	652.0
0.23077	200.0	564.0
0.25641	180.0	522.0
0.28205	176.0	435.0
0.30769	174.0	438.0
0.33333	159.0	342.0
0.35897	130.0	367.0
0.38462	104.0	298.0
0.41026	97.0	364.0
0.4359	69.0	295.0
0.46154	94.0	257.0
0.48718	71.0	242.0
0.51282	74.0	251.0
0.53846	56.0	239.0
0.5641	78.0	205.0
0.58974	54.0	200.0
0.61538	51.0	237.0
0.64103	35.0	197.0
0.66667	50.0	213.0
0.69231	45.0	176.0
0.71795	46.0	190.0
0.74359	40.0	190.0
0.76923	37.0	178.0
0.79487	32.0	148.0
0.82051	45.0	189.0
0.84615	37.0	135.0
0.87179	18.0	128.0
0.89744	47.0	136.0
0.92308	43.0	122.0
0.94872	38.0	121.0
0.97436	32.0	117.0
1.0	25.0	120.0
