f	pi	p0
0.02564	4307.0	5189.0
0.05128	1537.0	2559.0
0.07692	823.0	1648.0
0.10256	556.0	1279.0
0.12821	464.0	1030.0
0.15385	378.0	769.0
0.17949	296.0	733.0
0.20513	261.0	644.0
0.23077	188.0	567.0
0.25641	157.0	492.0
0.28205	146.0	444.0
0.30769	181.0	419.0
0.33333	128.0	387.0
0.35897	116.0	340.0
0.38462	108.0	329.0
0.41026	103.0	336.0
0.4359	80.0	280.0
0.46154	100.0	202.0
0.48718	90.0	274.0
0.51282	57.0	261.0
0.53846	62.0	256.0
0.5641	84.0	218.0
0.58974	50.0	177.0
0.61538	47.0	248.0
0.64103	36.0	207.0
0.66667	47.0	191.0
0.69231	66.0	168.0
0.71795	52.0	204.0
0.74359	38.0	172.0
0.76923	41.0	170.0
0.79487	38.0	150.0
0.82051	56.0	167.0
0.84615	51.0	147.0
0.87179	33.0	132.0
0.89744	44.0	146.0
0.92308	38.0	132.0
0.94872	42.0	105.0
0.97436	40.0	113.0
1.0	24.0	128.0
