f	pi	p0
0.02564	4340.0	5120.0
0.05128	1514.0	2611.0
0.07692	858.0	1706.0
0.10256	568.0	1249.0
0.12821	443.0	1052.0
0.15385	373.0	801.0
0.17949	277.0	767.0
0.20513	244.0	670.0
0.23077	213.0	490.0
0.25641	165.0	504.0
0.28205	156.0	451.0
0.30769	170.0	416.0
0.33333	148.0	340.0
0.35897	131.0	347.0
0.38462	112.0	357.0
0.41026	117.0	296.0
0.4359	74.0	258.0
0.46154	73.0	246.0
0.48718	71.0	269.0
0.51282	64.0	272.0
0.53846	67.0	268.0
0.5641	80.0	243.0
0.58974	60.0	221.0
0.61538	50.0	242.0
0.64103	46.0	256.0
0.66667	35.0	207.0
0.69231	71.0	215.0
0.71795	56.0	217.0
0.74359	53.0	215.0
0.76923	38.0	191.0
0.79487	40.0	156.0
0.82051	50.0	168.0
0.84615	53.0	108.0
0.87179	17.0	140.0
0.89744	52.0	153.0
0.92308	40.0	114.0
0.94872	50.0	125.0
0.97436	36.0	121.0
1.0	27.0	121.0
