d	d_w	d_0	test	analysis
0.7872258301503516	0.042340716005348555	0.17043345384429984	imp1	2nes_neg_1000
0.787225839989954	0.08670317101671429	0.12607098899333172	imp2	2nes_neg_1000
0.7872258375512171	0.0985136980798586	0.11438900939985538	slim	2nes_neg_1000
0.7941684538312064	0.03856396039904475	0.16726758576974884	imp1	2nes_neg_1000
0.7941684544698159	0.09172339245198113	0.11410815307820299	imp2	2nes_neg_1000
0.794168449409714	0.096822755724586	0.10921480072894382	slim	2nes_neg_1000
0.7892303679395232	0.04336431328853003	0.16740531877194678	imp1	2nes_neg_1000
0.7892303754779478	0.0901223515604852	0.12064727296156696	imp2	2nes_neg_1000
0.7892303727328372	0.09999677845430238	0.11107889565413484	slim	2nes_neg_1000
0.7898127149494504	0.040177429501972374	0.17000985554857725	imp1	2nes_neg_1000
0.7898127142135121	0.08407422074308803	0.12611306504339984	imp2	2nes_neg_1000
0.7898127123693577	0.09612380630304201	0.11443386959112356	slim	2nes_neg_1000
0.7882324338949944	0.04106593712372665	0.17070162898127889	imp1	2nes_neg_1000
0.7882324388814833	0.09038146824227067	0.12138609287624605	imp2	2nes_neg_1000
0.788232433746657	0.09910041332360806	0.11282924061917496	slim	2nes_neg_1000
0.7906874930495812	0.04336631904597665	0.16594618790444216	imp1	2nes_neg_1000
0.7906874858228177	0.08429535528715816	0.12501715889002415	imp2	2nes_neg_1000
0.7906874908772442	0.09721208582688658	0.1123599150164615	slim	2nes_neg_1000
0.7868613788142805	0.04127667044744056	0.17186195073827892	imp1	2nes_neg_1000
0.7868613897616372	0.0911857533496464	0.12195285688871638	imp2	2nes_neg_1000
0.7868613846974917	0.0996716963433765	0.11382271602542332	slim	2nes_neg_1000
0.7916039262883421	0.04012445618126141	0.1682716175303965	imp1	2nes_neg_1000
0.7916039252363236	0.0894904941138148	0.11890558064986158	imp2	2nes_neg_1000
0.7916039309016142	0.09733352761183156	0.1112082503602247	slim	2nes_neg_1000
0.7910532036721395	0.043713585685990416	0.16523321064187008	imp1	2nes_neg_1000
0.7910532090692814	0.08881451016099108	0.1201322807697275	imp2	2nes_neg_1000
0.791053209350381	0.09729755908562572	0.11200439106289552	slim	2nes_neg_1000
0.7908916878928071	0.040829203463053625	0.1682791086441393	imp1	2nes_neg_1000
0.7908916752620392	0.0869188872724498	0.12218943746551109	imp2	2nes_neg_1000
0.7908916804622326	0.09648781121173758	0.11323725127406109	slim	2nes_neg_1000
0.786878393475472	0.04075078746955428	0.1723708190549737	imp1	2nes_neg_1000
0.7868783832557786	0.08590711153965866	0.12721450520456265	imp2	2nes_neg_1000
0.7868783885966183	0.09818684942967001	0.11507955660665733	slim	2nes_neg_1000
0.7909474536525107	0.04075721966292205	0.1682953266845672	imp1	2nes_neg_1000
0.7909474420066737	0.08410301509599866	0.12494954289732771	imp2	2nes_neg_1000
0.7909474491752972	0.09773366577164046	0.11162255466052934	slim	2nes_neg_1000
0.7890258235494207	0.04297694770775188	0.16799722874282733	imp1	2nes_neg_1000
0.7890258150875815	0.09450422860047275	0.11646995631194575	imp2	2nes_neg_1000
0.7890258215962441	0.10044992175273865	0.11106220657276995	slim	2nes_neg_1000
0.7883040993033462	0.03915745641242725	0.17253844428422652	imp1	2nes_neg_1000
0.7883040986499368	0.08547512108890803	0.12622078026115516	imp2	2nes_neg_1000
0.7883040935672515	0.09747656813266042	0.11465192662020347	slim	2nes_neg_1000
0.785772755640313	0.0407148507774997	0.17351239358218729	imp1	2nes_neg_1000
0.7857727606705521	0.08961078549840663	0.12461645383104125	imp2	2nes_neg_1000
0.7857727570399476	0.1016535690897184	0.11298297314996725	slim	2nes_neg_1000
0.7907942501456795	0.04236994898229708	0.16683580087202338	imp1	2nes_neg_1000
0.7907942503119124	0.08372995392682395	0.12547579576126364	imp2	2nes_neg_1000
0.7907942440068356	0.09803076038522351	0.11152636034050437	slim	2nes_neg_1000
0.7903431157717353	0.04199066881786313	0.16766621541040147	imp1	2nes_neg_1000
0.7903431079130969	0.09014569931989636	0.11951119276700672	imp2	2nes_neg_1000
0.7903431159245113	0.09808377250237715	0.11231446115167044	slim	2nes_neg_1000
0.7896844539459495	0.04083159603002348	0.1694839500240269	imp1	2nes_neg_1000
0.7896844396214509	0.08729329544182002	0.12302226493672913	imp2	2nes_neg_1000
0.7896844465801698	0.09966362325804902	0.11102034278391798	slim	2nes_neg_1000
0.7901055476070704	0.04170483028351049	0.16818962210941907	imp1	2nes_neg_1000
0.790105550839187	0.08668100947021598	0.12321343969059705	imp2	2nes_neg_1000
0.7901055515268713	0.09838046893884457	0.1117557005881879	slim	2nes_neg_1000
0.7960272991700624	0.04001365837024792	0.16395904245968967	imp1	2nes_neg_1000
0.7960272917535043	0.08430776745355267	0.1196649407929431	imp2	2nes_neg_1000
0.7960272943733321	0.09561020822346868	0.10845837927673108	slim	2nes_neg_1000
0.7881937725825368	0.04282490137152668	0.16898132604593663	imp1	2nes_neg_1000
0.7881937593472387	0.09538567002357269	0.11642057062918863	imp2	2nes_neg_1000
0.7881937666731733	0.10070596655605438	0.11136053093890298	slim	2nes_neg_1000
0.7410606028260682	0.048468693827822054	0.21047070334610968	imp1	2nes_neg_500
0.7410605991621797	0.11347487542258891	0.14546452541523136	imp2	2nes_neg_500
0.741060598709427	0.11751006743971665	0.14160723238400205	slim	2nes_neg_500
0.738407991719281	0.04923872592278028	0.21235328235793877	imp1	2nes_neg_500
0.7384080045375281	0.11060207617351325	0.1509899192889586	imp2	2nes_neg_500
0.7384079992157632	0.11979217723752573	0.1421429271640035	slim	2nes_neg_500
0.7373145380683833	0.04883281182909974	0.21385265010251692	imp1	2nes_neg_500
0.7373145435280388	0.10746548908364004	0.15521996738832114	imp2	2nes_neg_500
0.7373145412570027	0.1195169596874445	0.1433622318012302	slim	2nes_neg_500
0.7321402236781391	0.052465083039660854	0.21539469328220004	imp1	2nes_neg_500
0.7321402232164806	0.11282101709359685	0.15503875968992248	imp2	2nes_neg_500
0.7321402232164806	0.1223757313535572	0.145811822934592	slim	2nes_neg_500
0.7396459411740406	0.049212879070975414	0.21114117975498406	imp1	2nes_neg_500
0.7396459499489354	0.11728527480227154	0.143068775248793	imp2	2nes_neg_500
0.7396459421289454	0.11983118205406115	0.14108122310900909	slim	2nes_neg_500
0.740794318009568	0.048573314631028715	0.21063236735940338	imp1	2nes_neg_500
0.7407943112818784	0.1081383598530204	0.15106732886510119	imp2	2nes_neg_500
0.740794316665863	0.11726698490766188	0.1422762267547455	slim	2nes_neg_500
0.7385582862325588	0.05011429577184931	0.21132741799559185	imp1	2nes_neg_500
0.7385582709535724	0.11016443746079294	0.15127729158563463	imp2	2nes_neg_500
0.7385582782315572	0.1193925839491767	0.1423570595099183	slim	2nes_neg_500
0.7357025221967757	0.048948790479648396	0.21534868732357595	imp1	2nes_neg_500
0.735702516197352	0.11336193466498425	0.15093554913766377	imp2	2nes_neg_500
0.7357025143994649	0.11973175387928925	0.14500628191949352	slim	2nes_neg_500
0.7398954290133433	0.04747357987317165	0.21263099111348516	imp1	2nes_neg_500
0.739895431989501	0.10841956177860786	0.1516850062318911	imp2	2nes_neg_500
0.7398954337234336	0.11898865310218683	0.1414720212369899	slim	2nes_neg_500
0.733632196186081	0.049104523192541834	0.2172632806213771	imp1	2nes_neg_500
0.733632194249159	0.1142511169155946	0.15211668883524643	imp2	2nes_neg_500
0.7336321986304744	0.12143455342627715	0.1453273560273905	slim	2nes_neg_500
0.7408701780655698	0.04820276337740221	0.21092705855702795	imp1	2nes_neg_500
0.7408701771568295	0.11111783313393316	0.1480119897092374	imp2	2nes_neg_500
0.7408701842952607	0.11721113861786644	0.1422261055288578	slim	2nes_neg_500
0.7357366228573157	0.050987097345888674	0.21327627979679561	imp1	2nes_neg_500
0.7357366128636343	0.11558029152610125	0.14868309561026444	imp2	2nes_neg_500
0.7357366158655725	0.12250879249706915	0.14212908688289694	slim	2nes_neg_500
0.7409308955656186	0.046494376347369124	0.21257472808701217	imp1	2nes_neg_500
0.7409309044071457	0.10941624850392276	0.14965284708893153	imp2	2nes_neg_500
0.7409309021113244	0.11833013435700575	0.1409149072296865	slim	2nes_neg_500
0.7394883283870771	0.04912797926542302	0.21138369234749985	imp1	2nes_neg_500
0.7394883281865736	0.11083326441320643	0.14967840740021993	imp2	2nes_neg_500
0.739488323953684	0.11866873665825733	0.1420855165275891	slim	2nes_neg_500
0.7338216135920617	0.04934799903814669	0.21683038736979166	imp1	2nes_neg_500
0.7338216140024123	0.11431331438300442	0.15186507161458335	imp2	2nes_neg_500
0.7338216145833334	0.12083333333333332	0.14563802083333333	slim	2nes_neg_500
