f	pi	p0
0.02564	4291.0	5253.0
0.05128	1453.0	2518.0
0.07692	893.0	1670.0
0.10256	585.0	1238.0
0.12821	445.0	995.0
0.15385	343.0	880.0
0.17949	275.0	691.0
0.20513	232.0	520.0
0.23077	204.0	576.0
0.25641	135.0	467.0
0.28205	187.0	375.0
0.30769	109.0	361.0
0.33333	112.0	399.0
0.35897	123.0	334.0
0.38462	106.0	332.0
0.41026	85.0	315.0
0.4359	101.0	364.0
0.46154	94.0	283.0
0.48718	74.0	243.0
0.51282	108.0	268.0
0.53846	87.0	256.0
0.5641	83.0	235.0
0.58974	73.0	243.0
0.61538	47.0	160.0
0.64103	56.0	192.0
0.66667	42.0	228.0
0.69231	35.0	196.0
0.71795	51.0	177.0
0.74359	26.0	173.0
0.76923	40.0	160.0
0.79487	45.0	132.0
0.82051	38.0	134.0
0.84615	34.0	181.0
0.87179	55.0	134.0
0.89744	34.0	160.0
0.92308	47.0	148.0
0.94872	39.0	165.0
0.97436	30.0	153.0
1.0	36.0	113.0
