f	pi	p0
0.02564	4380.0	5237.0
0.05128	1499.0	2477.0
0.07692	916.0	1685.0
0.10256	604.0	1203.0
0.12821	454.0	970.0
0.15385	313.0	883.0
0.17949	258.0	659.0
0.20513	204.0	515.0
0.23077	242.0	542.0
0.25641	163.0	532.0
0.28205	166.0	386.0
0.30769	121.0	366.0
0.33333	110.0	374.0
0.35897	109.0	382.0
0.38462	117.0	332.0
0.41026	77.0	317.0
0.4359	106.0	365.0
0.46154	102.0	235.0
0.48718	68.0	296.0
0.51282	109.0	232.0
0.53846	75.0	273.0
0.5641	70.0	230.0
0.58974	77.0	234.0
0.61538	56.0	169.0
0.64103	56.0	177.0
0.66667	35.0	219.0
0.69231	53.0	178.0
0.71795	64.0	207.0
0.74359	40.0	188.0
0.76923	46.0	161.0
0.79487	47.0	147.0
0.82051	34.0	146.0
0.84615	39.0	146.0
0.87179	49.0	130.0
0.89744	32.0	126.0
0.92308	33.0	124.0
0.94872	54.0	165.0
0.97436	38.0	130.0
1.0	33.0	107.0
