f	pi	p0
0.02564	4400.0	5178.0
0.05128	1521.0	2561.0
0.07692	946.0	1748.0
0.10256	596.0	1244.0
0.12821	458.0	1021.0
0.15385	333.0	799.0
0.17949	281.0	732.0
0.20513	219.0	538.0
0.23077	204.0	542.0
0.25641	189.0	513.0
0.28205	163.0	411.0
0.30769	130.0	364.0
0.33333	118.0	380.0
0.35897	121.0	368.0
0.38462	104.0	285.0
0.41026	91.0	327.0
0.4359	71.0	343.0
0.46154	117.0	235.0
0.48718	87.0	260.0
0.51282	96.0	203.0
0.53846	70.0	263.0
0.5641	83.0	194.0
0.58974	71.0	184.0
0.61538	66.0	179.0
0.64103	54.0	206.0
0.66667	58.0	212.0
0.69231	51.0	184.0
0.71795	55.0	185.0
0.74359	32.0	178.0
0.76923	35.0	134.0
0.79487	49.0	174.0
0.82051	52.0	154.0
0.84615	35.0	168.0
0.87179	48.0	146.0
0.89744	45.0	129.0
0.92308	26.0	117.0
0.94872	44.0	160.0
0.97436	49.0	162.0
1.0	39.0	104.0
