f	pi	p0
0.02564	4254.0	5153.0
0.05128	1420.0	2586.0
0.07692	969.0	1661.0
0.10256	548.0	1263.0
0.12821	465.0	1022.0
0.15385	302.0	812.0
0.17949	305.0	758.0
0.20513	225.0	556.0
0.23077	184.0	543.0
0.25641	188.0	522.0
0.28205	143.0	391.0
0.30769	126.0	334.0
0.33333	135.0	437.0
0.35897	124.0	364.0
0.38462	131.0	342.0
0.41026	99.0	336.0
0.4359	84.0	316.0
0.46154	95.0	257.0
0.48718	80.0	263.0
0.51282	87.0	267.0
0.53846	63.0	245.0
0.5641	68.0	212.0
0.58974	58.0	192.0
0.61538	52.0	175.0
0.64103	64.0	176.0
0.66667	32.0	228.0
0.69231	42.0	169.0
0.71795	43.0	176.0
0.74359	42.0	194.0
0.76923	37.0	150.0
0.79487	34.0	129.0
0.82051	34.0	126.0
0.84615	34.0	145.0
0.87179	37.0	128.0
0.89744	36.0	125.0
0.92308	40.0	135.0
0.94872	53.0	123.0
0.97436	55.0	156.0
1.0	32.0	110.0
