f	pi	p0
0.02564	4273.0	5165.0
0.05128	1507.0	2510.0
0.07692	948.0	1703.0
0.10256	637.0	1232.0
0.12821	428.0	1012.0
0.15385	351.0	860.0
0.17949	274.0	671.0
0.20513	238.0	539.0
0.23077	211.0	508.0
0.25641	191.0	512.0
0.28205	157.0	427.0
0.30769	152.0	384.0
0.33333	108.0	380.0
0.35897	114.0	394.0
0.38462	103.0	328.0
0.41026	85.0	310.0
0.4359	85.0	314.0
0.46154	115.0	235.0
0.48718	81.0	271.0
0.51282	76.0	231.0
0.53846	69.0	258.0
0.5641	72.0	235.0
0.58974	42.0	184.0
0.61538	54.0	165.0
0.64103	49.0	174.0
0.66667	53.0	239.0
0.69231	40.0	202.0
0.71795	68.0	185.0
0.74359	38.0	174.0
0.76923	37.0	140.0
0.79487	39.0	120.0
0.82051	33.0	107.0
0.84615	37.0	145.0
0.87179	42.0	152.0
0.89744	29.0	131.0
0.92308	45.0	145.0
0.94872	67.0	165.0
0.97436	43.0	168.0
1.0	36.0	121.0
