f	pi	p0
0.02564	4173.0	5104.0
0.05128	1500.0	2494.0
0.07692	949.0	1706.0
0.10256	624.0	1182.0
0.12821	414.0	984.0
0.15385	339.0	879.0
0.17949	256.0	718.0
0.20513	226.0	621.0
0.23077	200.0	529.0
0.25641	182.0	501.0
0.28205	145.0	396.0
0.30769	121.0	388.0
0.33333	105.0	414.0
0.35897	106.0	322.0
0.38462	90.0	345.0
0.41026	83.0	317.0
0.4359	111.0	351.0
0.46154	82.0	266.0
0.48718	81.0	283.0
0.51282	86.0	224.0
0.53846	67.0	248.0
0.5641	62.0	223.0
0.58974	86.0	210.0
0.61538	49.0	149.0
0.64103	64.0	179.0
0.66667	36.0	199.0
0.69231	46.0	181.0
0.71795	52.0	182.0
0.74359	33.0	175.0
0.76923	45.0	165.0
0.79487	41.0	160.0
0.82051	47.0	157.0
0.84615	34.0	131.0
0.87179	40.0	137.0
0.89744	32.0	131.0
0.92308	37.0	147.0
0.94872	59.0	128.0
0.97436	43.0	141.0
1.0	29.0	118.0
