f	pi	p0
0.02564	4350.0	5070.0
0.05128	1513.0	2538.0
0.07692	942.0	1598.0
0.10256	569.0	1270.0
0.12821	448.0	1023.0
0.15385	330.0	846.0
0.17949	273.0	690.0
0.20513	250.0	600.0
0.23077	189.0	578.0
0.25641	204.0	493.0
0.28205	145.0	437.0
0.30769	142.0	348.0
0.33333	114.0	386.0
0.35897	132.0	363.0
0.38462	116.0	303.0
0.41026	94.0	299.0
0.4359	112.0	336.0
0.46154	100.0	240.0
0.48718	70.0	296.0
0.51282	76.0	249.0
0.53846	61.0	216.0
0.5641	65.0	223.0
0.58974	81.0	199.0
0.61538	57.0	202.0
0.64103	50.0	191.0
0.66667	37.0	201.0
0.69231	40.0	187.0
0.71795	47.0	181.0
0.74359	42.0	202.0
0.76923	44.0	170.0
0.79487	51.0	133.0
0.82051	35.0	115.0
0.84615	32.0	153.0
0.87179	37.0	125.0
0.89744	52.0	149.0
0.92308	40.0	130.0
0.94872	39.0	139.0
0.97436	45.0	142.0
1.0	37.0	114.0
