f	pi	p0
0.02564	4269.0	5185.0
0.05128	1428.0	2513.0
0.07692	931.0	1721.0
0.10256	602.0	1256.0
0.12821	421.0	995.0
0.15385	298.0	764.0
0.17949	276.0	737.0
0.20513	207.0	551.0
0.23077	203.0	552.0
0.25641	197.0	512.0
0.28205	153.0	377.0
0.30769	130.0	382.0
0.33333	113.0	386.0
0.35897	116.0	337.0
0.38462	121.0	313.0
0.41026	96.0	332.0
0.4359	108.0	337.0
0.46154	90.0	250.0
0.48718	80.0	267.0
0.51282	90.0	243.0
0.53846	82.0	257.0
0.5641	64.0	213.0
0.58974	76.0	200.0
0.61538	52.0	175.0
0.64103	54.0	175.0
0.66667	45.0	229.0
0.69231	37.0	177.0
0.71795	65.0	177.0
0.74359	39.0	188.0
0.76923	41.0	131.0
0.79487	47.0	120.0
0.82051	43.0	138.0
0.84615	50.0	157.0
0.87179	41.0	118.0
0.89744	33.0	130.0
0.92308	47.0	126.0
0.94872	40.0	124.0
0.97436	49.0	147.0
1.0	29.0	100.0
