f	pi	p0
0.02564	4460.0	5061.0
0.05128	1550.0	2529.0
0.07692	949.0	1664.0
0.10256	624.0	1211.0
0.12821	445.0	991.0
0.15385	315.0	837.0
0.17949	299.0	719.0
0.20513	210.0	542.0
0.23077	186.0	518.0
0.25641	167.0	501.0
0.28205	153.0	395.0
0.30769	130.0	318.0
0.33333	123.0	377.0
0.35897	120.0	353.0
0.38462	116.0	326.0
0.41026	83.0	313.0
0.4359	98.0	337.0
0.46154	108.0	267.0
0.48718	88.0	276.0
0.51282	89.0	248.0
0.53846	84.0	237.0
0.5641	82.0	220.0
0.58974	62.0	215.0
0.61538	65.0	176.0
0.64103	60.0	202.0
0.66667	39.0	226.0
0.69231	60.0	157.0
0.71795	44.0	160.0
0.74359	43.0	190.0
0.76923	34.0	157.0
0.79487	59.0	138.0
0.82051	26.0	144.0
0.84615	39.0	149.0
0.87179	51.0	153.0
0.89744	34.0	141.0
0.92308	46.0	140.0
0.94872	39.0	141.0
0.97436	55.0	152.0
1.0	34.0	107.0
