f	pi	p0
0.02564	4231.0	5106.0
0.05128	1503.0	2557.0
0.07692	974.0	1646.0
0.10256	619.0	1244.0
0.12821	474.0	990.0
0.15385	347.0	810.0
0.17949	288.0	744.0
0.20513	218.0	545.0
0.23077	207.0	485.0
0.25641	188.0	499.0
0.28205	166.0	395.0
0.30769	110.0	357.0
0.33333	113.0	374.0
0.35897	129.0	354.0
0.38462	126.0	319.0
0.41026	83.0	335.0
0.4359	109.0	342.0
0.46154	90.0	281.0
0.48718	68.0	266.0
0.51282	82.0	239.0
0.53846	72.0	255.0
0.5641	70.0	229.0
0.58974	66.0	232.0
0.61538	56.0	170.0
0.64103	62.0	158.0
0.66667	43.0	223.0
0.69231	53.0	165.0
0.71795	58.0	170.0
0.74359	27.0	149.0
0.76923	40.0	167.0
0.79487	42.0	146.0
0.82051	40.0	137.0
0.84615	37.0	154.0
0.87179	36.0	121.0
0.89744	31.0	151.0
0.92308	43.0	150.0
0.94872	51.0	159.0
0.97436	49.0	136.0
1.0	36.0	106.0
