f	pi	p0
0.02564	4334.0	5404.0
0.05128	1493.0	2549.0
0.07692	958.0	1760.0
0.10256	624.0	1232.0
0.12821	425.0	995.0
0.15385	336.0	837.0
0.17949	281.0	743.0
0.20513	257.0	580.0
0.23077	207.0	537.0
0.25641	173.0	479.0
0.28205	158.0	442.0
0.30769	122.0	413.0
0.33333	122.0	407.0
0.35897	108.0	356.0
0.38462	107.0	337.0
0.41026	90.0	319.0
0.4359	104.0	367.0
0.46154	105.0	236.0
0.48718	64.0	291.0
0.51282	84.0	229.0
0.53846	74.0	258.0
0.5641	82.0	224.0
0.58974	81.0	220.0
0.61538	56.0	160.0
0.64103	54.0	175.0
0.66667	38.0	209.0
0.69231	43.0	192.0
0.71795	64.0	177.0
0.74359	35.0	196.0
0.76923	41.0	160.0
0.79487	40.0	155.0
0.82051	42.0	167.0
0.84615	34.0	152.0
0.87179	50.0	135.0
0.89744	27.0	126.0
0.92308	36.0	153.0
0.94872	41.0	151.0
0.97436	45.0	151.0
1.0	40.0	105.0
