f	pi	p0
0.02564	4195.0	5121.0
0.05128	1464.0	2543.0
0.07692	908.0	1693.0
0.10256	688.0	1196.0
0.12821	431.0	1022.0
0.15385	337.0	846.0
0.17949	324.0	693.0
0.20513	210.0	521.0
0.23077	209.0	546.0
0.25641	179.0	522.0
0.28205	144.0	401.0
0.30769	117.0	375.0
0.33333	114.0	392.0
0.35897	115.0	365.0
0.38462	102.0	324.0
0.41026	118.0	304.0
0.4359	78.0	295.0
0.46154	100.0	259.0
0.48718	70.0	267.0
0.51282	71.0	224.0
0.53846	89.0	248.0
0.5641	81.0	235.0
0.58974	84.0	180.0
0.61538	42.0	183.0
0.64103	56.0	183.0
0.66667	48.0	179.0
0.69231	47.0	160.0
0.71795	57.0	175.0
0.74359	34.0	188.0
0.76923	46.0	151.0
0.79487	51.0	151.0
0.82051	37.0	126.0
0.84615	34.0	164.0
0.87179	35.0	132.0
0.89744	34.0	151.0
0.92308	55.0	137.0
0.94872	47.0	144.0
0.97436	43.0	157.0
1.0	34.0	96.0
