f	pi	p0
0.02564	4429.0	5077.0
0.05128	1526.0	2590.0
0.07692	956.0	1586.0
0.10256	597.0	1183.0
0.12821	385.0	973.0
0.15385	307.0	785.0
0.17949	311.0	733.0
0.20513	220.0	498.0
0.23077	204.0	566.0
0.25641	200.0	550.0
0.28205	174.0	420.0
0.30769	125.0	366.0
0.33333	117.0	396.0
0.35897	119.0	374.0
0.38462	92.0	330.0
0.41026	106.0	347.0
0.4359	84.0	335.0
0.46154	111.0	253.0
0.48718	66.0	258.0
0.51282	82.0	248.0
0.53846	67.0	241.0
0.5641	67.0	240.0
0.58974	63.0	172.0
0.61538	58.0	170.0
0.64103	48.0	185.0
0.66667	43.0	222.0
0.69231	45.0	186.0
0.71795	65.0	167.0
0.74359	56.0	181.0
0.76923	30.0	156.0
0.79487	40.0	153.0
0.82051	48.0	115.0
0.84615	36.0	160.0
0.87179	34.0	141.0
0.89744	36.0	142.0
0.92308	42.0	150.0
0.94872	44.0	143.0
0.97436	44.0	138.0
1.0	33.0	93.0
