f	pi	p0
0.02564	4288.0	5081.0
0.05128	1492.0	2576.0
0.07692	951.0	1589.0
0.10256	606.0	1179.0
0.12821	449.0	958.0
0.15385	329.0	790.0
0.17949	276.0	708.0
0.20513	211.0	548.0
0.23077	195.0	546.0
0.25641	192.0	524.0
0.28205	158.0	437.0
0.30769	131.0	375.0
0.33333	122.0	414.0
0.35897	143.0	378.0
0.38462	106.0	329.0
0.41026	104.0	299.0
0.4359	84.0	316.0
0.46154	114.0	267.0
0.48718	80.0	288.0
0.51282	93.0	242.0
0.53846	88.0	249.0
0.5641	65.0	239.0
0.58974	72.0	190.0
0.61538	59.0	177.0
0.64103	61.0	190.0
0.66667	38.0	250.0
0.69231	39.0	222.0
0.71795	66.0	188.0
0.74359	42.0	195.0
0.76923	33.0	178.0
0.79487	40.0	141.0
0.82051	33.0	127.0
0.84615	49.0	146.0
0.87179	27.0	129.0
0.89744	29.0	127.0
0.92308	35.0	130.0
0.94872	46.0	144.0
0.97436	46.0	127.0
1.0	32.0	102.0
