f	pi	p0
0.02564	4382.0	5050.0
0.05128	1479.0	2552.0
0.07692	948.0	1623.0
0.10256	585.0	1202.0
0.12821	407.0	947.0
0.15385	343.0	839.0
0.17949	302.0	757.0
0.20513	234.0	510.0
0.23077	207.0	543.0
0.25641	168.0	505.0
0.28205	168.0	428.0
0.30769	125.0	376.0
0.33333	110.0	393.0
0.35897	124.0	339.0
0.38462	115.0	324.0
0.41026	76.0	311.0
0.4359	99.0	336.0
0.46154	129.0	257.0
0.48718	98.0	272.0
0.51282	98.0	261.0
0.53846	75.0	263.0
0.5641	71.0	240.0
0.58974	73.0	212.0
0.61538	58.0	177.0
0.64103	45.0	188.0
0.66667	46.0	194.0
0.69231	51.0	176.0
0.71795	43.0	200.0
0.74359	53.0	201.0
0.76923	42.0	152.0
0.79487	38.0	161.0
0.82051	41.0	111.0
0.84615	45.0	163.0
0.87179	37.0	132.0
0.89744	37.0	145.0
0.92308	38.0	137.0
0.94872	44.0	149.0
0.97436	39.0	133.0
1.0	44.0	94.0
