f	pi	p0
0.02564	4244.0	5160.0
0.05128	1510.0	2603.0
0.07692	961.0	1680.0
0.10256	611.0	1251.0
0.12821	436.0	1019.0
0.15385	332.0	842.0
0.17949	260.0	762.0
0.20513	228.0	545.0
0.23077	210.0	567.0
0.25641	187.0	488.0
0.28205	146.0	407.0
0.30769	133.0	365.0
0.33333	113.0	405.0
0.35897	107.0	340.0
0.38462	89.0	309.0
0.41026	111.0	332.0
0.4359	96.0	360.0
0.46154	113.0	273.0
0.48718	69.0	291.0
0.51282	93.0	246.0
0.53846	87.0	250.0
0.5641	90.0	230.0
0.58974	72.0	204.0
0.61538	47.0	200.0
0.64103	48.0	178.0
0.66667	45.0	202.0
0.69231	42.0	204.0
0.71795	56.0	160.0
0.74359	37.0	172.0
0.76923	38.0	151.0
0.79487	42.0	161.0
0.82051	47.0	119.0
0.84615	37.0	145.0
0.87179	50.0	136.0
0.89744	25.0	160.0
0.92308	37.0	119.0
0.94872	46.0	141.0
0.97436	38.0	136.0
1.0	46.0	118.0
