f	pi	p0
0.02564	8627.0	10057.0
0.05128	3057.0	5102.0
0.07692	1676.0	3170.0
0.10256	1193.0	2360.0
0.12821	887.0	1942.0
0.15385	737.0	1636.0
0.17949	481.0	1244.0
0.20513	383.0	1186.0
0.23077	382.0	957.0
0.25641	332.0	954.0
0.28205	302.0	822.0
0.30769	269.0	734.0
0.33333	283.0	644.0
0.35897	177.0	614.0
0.38462	179.0	507.0
0.41026	187.0	514.0
0.4359	152.0	514.0
0.46154	137.0	453.0
0.48718	150.0	449.0
0.51282	112.0	404.0
0.53846	133.0	474.0
0.5641	88.0	348.0
0.58974	105.0	399.0
0.61538	81.0	343.0
0.64103	95.0	320.0
0.66667	90.0	413.0
0.69231	94.0	335.0
0.71795	92.0	305.0
0.74359	86.0	317.0
0.76923	85.0	313.0
0.79487	84.0	260.0
0.82051	78.0	255.0
0.84615	58.0	263.0
0.87179	81.0	273.0
0.89744	63.0	232.0
0.92308	77.0	207.0
0.94872	91.0	268.0
0.97436	40.0	203.0
1.0	45.0	259.0
