f	pi	p0
0.02564	8638.0	10072.0
0.05128	2891.0	5027.0
0.07692	1687.0	3200.0
0.10256	1268.0	2306.0
0.12821	862.0	1845.0
0.15385	694.0	1567.0
0.17949	475.0	1278.0
0.20513	386.0	1244.0
0.23077	339.0	1007.0
0.25641	302.0	851.0
0.28205	288.0	813.0
0.30769	233.0	715.0
0.33333	253.0	707.0
0.35897	201.0	634.0
0.38462	170.0	512.0
0.41026	181.0	557.0
0.4359	148.0	495.0
0.46154	149.0	469.0
0.48718	148.0	442.0
0.51282	120.0	400.0
0.53846	126.0	424.0
0.5641	94.0	363.0
0.58974	120.0	405.0
0.61538	92.0	340.0
0.64103	86.0	278.0
0.66667	87.0	314.0
0.69231	87.0	324.0
0.71795	117.0	286.0
0.74359	85.0	287.0
0.76923	92.0	266.0
0.79487	97.0	274.0
0.82051	77.0	292.0
0.84615	69.0	281.0
0.87179	54.0	244.0
0.89744	79.0	223.0
0.92308	72.0	234.0
0.94872	99.0	248.0
0.97436	54.0	236.0
1.0	56.0	261.0
