f	pi	p0
0.02564	8547.0	10005.0
0.05128	3078.0	5225.0
0.07692	1674.0	3178.0
0.10256	1222.0	2425.0
0.12821	809.0	1893.0
0.15385	662.0	1724.0
0.17949	513.0	1269.0
0.20513	412.0	1180.0
0.23077	387.0	964.0
0.25641	308.0	882.0
0.28205	293.0	791.0
0.30769	274.0	731.0
0.33333	249.0	712.0
0.35897	182.0	621.0
0.38462	186.0	519.0
0.41026	190.0	492.0
0.4359	173.0	504.0
0.46154	146.0	442.0
0.48718	158.0	469.0
0.51282	128.0	426.0
0.53846	113.0	456.0
0.5641	81.0	344.0
0.58974	129.0	379.0
0.61538	73.0	378.0
0.64103	88.0	299.0
0.66667	82.0	334.0
0.69231	96.0	382.0
0.71795	93.0	294.0
0.74359	84.0	308.0
0.76923	76.0	296.0
0.79487	81.0	258.0
0.82051	63.0	273.0
0.84615	87.0	265.0
0.87179	84.0	252.0
0.89744	89.0	240.0
0.92308	81.0	231.0
0.94872	90.0	237.0
0.97436	40.0	251.0
1.0	58.0	252.0
