f	pi	p0
0.02564	8485.0	9951.0
0.05128	3010.0	5046.0
0.07692	1755.0	3248.0
0.10256	1188.0	2424.0
0.12821	793.0	1897.0
0.15385	631.0	1561.0
0.17949	501.0	1270.0
0.20513	424.0	1130.0
0.23077	322.0	962.0
0.25641	312.0	896.0
0.28205	300.0	810.0
0.30769	256.0	730.0
0.33333	277.0	684.0
0.35897	183.0	628.0
0.38462	167.0	533.0
0.41026	177.0	543.0
0.4359	172.0	516.0
0.46154	121.0	485.0
0.48718	144.0	440.0
0.51282	126.0	410.0
0.53846	135.0	432.0
0.5641	85.0	337.0
0.58974	117.0	384.0
0.61538	111.0	380.0
0.64103	96.0	322.0
0.66667	74.0	356.0
0.69231	82.0	342.0
0.71795	82.0	290.0
0.74359	74.0	272.0
0.76923	84.0	298.0
0.79487	77.0	270.0
0.82051	70.0	249.0
0.84615	73.0	252.0
0.87179	66.0	239.0
0.89744	77.0	257.0
0.92308	79.0	236.0
0.94872	91.0	239.0
0.97436	49.0	211.0
1.0	69.0	244.0
