f	pi	p0
0.02564	8473.0	9759.0
0.05128	3034.0	5045.0
0.07692	1739.0	3227.0
0.10256	1228.0	2331.0
0.12821	826.0	1832.0
0.15385	680.0	1578.0
0.17949	492.0	1262.0
0.20513	444.0	1208.0
0.23077	352.0	920.0
0.25641	361.0	923.0
0.28205	246.0	804.0
0.30769	240.0	737.0
0.33333	268.0	653.0
0.35897	184.0	602.0
0.38462	147.0	543.0
0.41026	179.0	509.0
0.4359	143.0	503.0
0.46154	133.0	468.0
0.48718	149.0	443.0
0.51282	107.0	383.0
0.53846	151.0	412.0
0.5641	100.0	353.0
0.58974	123.0	373.0
0.61538	88.0	371.0
0.64103	101.0	281.0
0.66667	91.0	302.0
0.69231	75.0	342.0
0.71795	89.0	304.0
0.74359	88.0	269.0
0.76923	70.0	266.0
0.79487	74.0	258.0
0.82051	70.0	267.0
0.84615	59.0	264.0
0.87179	59.0	258.0
0.89744	64.0	209.0
0.92308	58.0	230.0
0.94872	102.0	231.0
0.97436	48.0	233.0
1.0	72.0	243.0
