f	pi	p0
0.02564	8734.0	10117.0
0.05128	2841.0	5111.0
0.07692	1767.0	3143.0
0.10256	1181.0	2429.0
0.12821	752.0	1897.0
0.15385	671.0	1577.0
0.17949	491.0	1223.0
0.20513	411.0	1198.0
0.23077	333.0	1000.0
0.25641	331.0	944.0
0.28205	297.0	868.0
0.30769	257.0	792.0
0.33333	254.0	661.0
0.35897	194.0	579.0
0.38462	190.0	569.0
0.41026	177.0	558.0
0.4359	164.0	465.0
0.46154	122.0	455.0
0.48718	157.0	470.0
0.51282	146.0	362.0
0.53846	140.0	449.0
0.5641	96.0	346.0
0.58974	111.0	410.0
0.61538	86.0	335.0
0.64103	105.0	307.0
0.66667	87.0	345.0
0.69231	106.0	313.0
0.71795	86.0	290.0
0.74359	87.0	259.0
0.76923	69.0	300.0
0.79487	79.0	281.0
0.82051	62.0	269.0
0.84615	84.0	294.0
0.87179	65.0	240.0
0.89744	96.0	239.0
0.92308	73.0	226.0
0.94872	77.0	259.0
0.97436	45.0	222.0
1.0	70.0	271.0
