f	pi	p0
0.02564	8565.0	9990.0
0.05128	2879.0	5012.0
0.07692	1830.0	3216.0
0.10256	1186.0	2376.0
0.12821	853.0	1896.0
0.15385	640.0	1638.0
0.17949	469.0	1260.0
0.20513	399.0	1170.0
0.23077	335.0	1005.0
0.25641	340.0	883.0
0.28205	299.0	890.0
0.30769	262.0	747.0
0.33333	281.0	662.0
0.35897	172.0	601.0
0.38462	165.0	536.0
0.41026	211.0	582.0
0.4359	157.0	514.0
0.46154	128.0	442.0
0.48718	137.0	428.0
0.51282	118.0	446.0
0.53846	129.0	455.0
0.5641	87.0	366.0
0.58974	150.0	354.0
0.61538	125.0	342.0
0.64103	119.0	325.0
0.66667	79.0	345.0
0.69231	96.0	314.0
0.71795	81.0	283.0
0.74359	67.0	289.0
0.76923	91.0	274.0
0.79487	76.0	244.0
0.82051	86.0	259.0
0.84615	64.0	274.0
0.87179	72.0	238.0
0.89744	96.0	223.0
0.92308	93.0	247.0
0.94872	95.0	283.0
0.97436	41.0	210.0
1.0	53.0	249.0
