f	pi	p0
0.02564	8656.0	10144.0
0.05128	2938.0	4900.0
0.07692	1722.0	3084.0
0.10256	1271.0	2347.0
0.12821	838.0	1819.0
0.15385	659.0	1686.0
0.17949	541.0	1235.0
0.20513	410.0	1200.0
0.23077	362.0	993.0
0.25641	347.0	898.0
0.28205	266.0	876.0
0.30769	241.0	713.0
0.33333	281.0	686.0
0.35897	191.0	633.0
0.38462	190.0	551.0
0.41026	183.0	533.0
0.4359	140.0	489.0
0.46154	137.0	433.0
0.48718	136.0	422.0
0.51282	119.0	355.0
0.53846	121.0	420.0
0.5641	78.0	360.0
0.58974	108.0	375.0
0.61538	93.0	336.0
0.64103	74.0	319.0
0.66667	80.0	353.0
0.69231	96.0	369.0
0.71795	95.0	319.0
0.74359	84.0	283.0
0.76923	77.0	311.0
0.79487	66.0	254.0
0.82051	75.0	260.0
0.84615	60.0	288.0
0.87179	85.0	281.0
0.89744	71.0	234.0
0.92308	84.0	262.0
0.94872	72.0	227.0
0.97436	60.0	225.0
1.0	62.0	256.0
