f	pi	p0
0.02564	8591.0	9934.0
0.05128	3006.0	4979.0
0.07692	1783.0	3204.0
0.10256	1323.0	2330.0
0.12821	864.0	1924.0
0.15385	658.0	1628.0
0.17949	496.0	1313.0
0.20513	364.0	1190.0
0.23077	347.0	986.0
0.25641	333.0	942.0
0.28205	292.0	854.0
0.30769	259.0	722.0
0.33333	248.0	711.0
0.35897	168.0	599.0
0.38462	181.0	526.0
0.41026	186.0	538.0
0.4359	162.0	489.0
0.46154	178.0	387.0
0.48718	185.0	424.0
0.51282	124.0	411.0
0.53846	122.0	436.0
0.5641	85.0	400.0
0.58974	129.0	371.0
0.61538	102.0	365.0
0.64103	102.0	318.0
0.66667	98.0	318.0
0.69231	90.0	304.0
0.71795	84.0	301.0
0.74359	80.0	306.0
0.76923	89.0	273.0
0.79487	68.0	277.0
0.82051	65.0	278.0
0.84615	84.0	309.0
0.87179	80.0	261.0
0.89744	80.0	221.0
0.92308	89.0	245.0
0.94872	95.0	262.0
0.97436	48.0	187.0
1.0	56.0	290.0
