f	pi	p0
0.02564	8639.0	9990.0
0.05128	2914.0	5017.0
0.07692	1684.0	3261.0
0.10256	1165.0	2408.0
0.12821	874.0	1896.0
0.15385	657.0	1625.0
0.17949	497.0	1268.0
0.20513	396.0	1156.0
0.23077	363.0	1032.0
0.25641	355.0	903.0
0.28205	315.0	864.0
0.30769	269.0	742.0
0.33333	260.0	658.0
0.35897	171.0	579.0
0.38462	174.0	520.0
0.41026	191.0	498.0
0.4359	164.0	461.0
0.46154	155.0	459.0
0.48718	161.0	430.0
0.51282	113.0	413.0
0.53846	147.0	428.0
0.5641	74.0	331.0
0.58974	105.0	383.0
0.61538	79.0	367.0
0.64103	93.0	280.0
0.66667	101.0	372.0
0.69231	87.0	337.0
0.71795	87.0	306.0
0.74359	92.0	247.0
0.76923	74.0	287.0
0.79487	97.0	276.0
0.82051	60.0	279.0
0.84615	67.0	301.0
0.87179	63.0	241.0
0.89744	80.0	238.0
0.92308	59.0	242.0
0.94872	93.0	240.0
0.97436	54.0	225.0
1.0	54.0	258.0
