f	pi	p0
0.02564	8532.0	10107.0
0.05128	2883.0	5023.0
0.07692	1666.0	3181.0
0.10256	1270.0	2378.0
0.12821	815.0	1974.0
0.15385	667.0	1575.0
0.17949	480.0	1271.0
0.20513	403.0	1221.0
0.23077	340.0	987.0
0.25641	337.0	942.0
0.28205	297.0	828.0
0.30769	282.0	722.0
0.33333	255.0	669.0
0.35897	194.0	612.0
0.38462	203.0	538.0
0.41026	161.0	522.0
0.4359	152.0	494.0
0.46154	130.0	417.0
0.48718	174.0	463.0
0.51282	139.0	426.0
0.53846	114.0	465.0
0.5641	101.0	383.0
0.58974	118.0	345.0
0.61538	91.0	338.0
0.64103	84.0	307.0
0.66667	96.0	337.0
0.69231	74.0	336.0
0.71795	105.0	320.0
0.74359	92.0	255.0
0.76923	84.0	284.0
0.79487	81.0	294.0
0.82051	72.0	290.0
0.84615	75.0	292.0
0.87179	60.0	273.0
0.89744	56.0	226.0
0.92308	82.0	232.0
0.94872	105.0	260.0
0.97436	50.0	206.0
1.0	61.0	287.0
