f	pi	p0
0.02564	8660.0	9881.0
0.05128	2875.0	5046.0
0.07692	1746.0	3110.0
0.10256	1213.0	2489.0
0.12821	725.0	1886.0
0.15385	678.0	1619.0
0.17949	503.0	1311.0
0.20513	376.0	1193.0
0.23077	356.0	992.0
0.25641	312.0	899.0
0.28205	301.0	854.0
0.30769	262.0	705.0
0.33333	255.0	669.0
0.35897	208.0	590.0
0.38462	189.0	530.0
0.41026	177.0	542.0
0.4359	159.0	507.0
0.46154	140.0	480.0
0.48718	160.0	429.0
0.51282	142.0	421.0
0.53846	103.0	383.0
0.5641	96.0	368.0
0.58974	125.0	385.0
0.61538	88.0	330.0
0.64103	98.0	305.0
0.66667	102.0	370.0
0.69231	86.0	312.0
0.71795	93.0	292.0
0.74359	86.0	253.0
0.76923	68.0	278.0
0.79487	94.0	272.0
0.82051	77.0	276.0
0.84615	73.0	268.0
0.87179	89.0	297.0
0.89744	84.0	267.0
0.92308	81.0	248.0
0.94872	99.0	266.0
0.97436	53.0	207.0
1.0	52.0	215.0
