f	pi	p0
0.02564	8670.0	9997.0
0.05128	2909.0	4985.0
0.07692	1799.0	3128.0
0.10256	1152.0	2367.0
0.12821	861.0	1864.0
0.15385	649.0	1621.0
0.17949	504.0	1224.0
0.20513	386.0	1201.0
0.23077	340.0	968.0
0.25641	356.0	939.0
0.28205	295.0	859.0
0.30769	266.0	729.0
0.33333	259.0	675.0
0.35897	168.0	579.0
0.38462	173.0	515.0
0.41026	166.0	543.0
0.4359	152.0	523.0
0.46154	126.0	440.0
0.48718	164.0	439.0
0.51282	128.0	409.0
0.53846	124.0	482.0
0.5641	79.0	332.0
0.58974	119.0	336.0
0.61538	98.0	371.0
0.64103	91.0	308.0
0.66667	84.0	319.0
0.69231	96.0	361.0
0.71795	93.0	312.0
0.74359	76.0	306.0
0.76923	85.0	266.0
0.79487	82.0	234.0
0.82051	66.0	264.0
0.84615	75.0	294.0
0.87179	74.0	255.0
0.89744	55.0	236.0
0.92308	78.0	230.0
0.94872	93.0	243.0
0.97436	57.0	246.0
1.0	56.0	247.0
