f	pi	p0
0.02564	8554.0	10048.0
0.05128	2960.0	4944.0
0.07692	1779.0	3210.0
0.10256	1199.0	2439.0
0.12821	787.0	1860.0
0.15385	706.0	1568.0
0.17949	491.0	1272.0
0.20513	379.0	1182.0
0.23077	328.0	937.0
0.25641	311.0	970.0
0.28205	287.0	821.0
0.30769	254.0	715.0
0.33333	232.0	683.0
0.35897	179.0	603.0
0.38462	169.0	498.0
0.41026	185.0	551.0
0.4359	174.0	505.0
0.46154	134.0	432.0
0.48718	146.0	453.0
0.51282	129.0	358.0
0.53846	116.0	405.0
0.5641	69.0	308.0
0.58974	116.0	380.0
0.61538	84.0	375.0
0.64103	68.0	300.0
0.66667	96.0	360.0
0.69231	90.0	327.0
0.71795	94.0	301.0
0.74359	75.0	278.0
0.76923	75.0	270.0
0.79487	68.0	272.0
0.82051	83.0	285.0
0.84615	77.0	273.0
0.87179	75.0	261.0
0.89744	73.0	196.0
0.92308	100.0	230.0
0.94872	110.0	235.0
0.97436	63.0	253.0
1.0	63.0	240.0
