f	pi	p0
0.02564	5260.0	5125.0
0.05128	1821.0	2428.0
0.07692	1074.0	1695.0
0.10256	690.0	1235.0
0.12821	601.0	974.0
0.15385	430.0	814.0
0.17949	319.0	721.0
0.20513	255.0	628.0
0.23077	182.0	566.0
0.25641	241.0	415.0
0.28205	169.0	427.0
0.30769	189.0	390.0
0.33333	152.0	338.0
0.35897	168.0	385.0
0.38462	136.0	335.0
0.41026	100.0	260.0
0.4359	125.0	276.0
0.46154	70.0	232.0
0.48718	88.0	236.0
0.51282	73.0	214.0
0.53846	71.0	217.0
0.5641	72.0	193.0
0.58974	105.0	208.0
0.61538	64.0	223.0
0.64103	51.0	210.0
0.66667	64.0	182.0
0.69231	65.0	143.0
0.71795	57.0	179.0
0.74359	60.0	149.0
0.76923	58.0	173.0
0.79487	61.0	116.0
0.82051	54.0	134.0
0.84615	41.0	108.0
0.87179	43.0	124.0
0.89744	59.0	138.0
0.92308	49.0	132.0
0.94872	43.0	117.0
0.97436	30.0	142.0
1.0	28.0	134.0
