f	pi	p0
0.02564	5099.0	5062.0
0.05128	1842.0	2468.0
0.07692	1071.0	1708.0
0.10256	741.0	1302.0
0.12821	486.0	1006.0
0.15385	434.0	815.0
0.17949	325.0	695.0
0.20513	261.0	609.0
0.23077	225.0	561.0
0.25641	218.0	449.0
0.28205	166.0	402.0
0.30769	190.0	377.0
0.33333	160.0	300.0
0.35897	145.0	362.0
0.38462	125.0	347.0
0.41026	114.0	278.0
0.4359	113.0	299.0
0.46154	88.0	245.0
0.48718	90.0	262.0
0.51282	90.0	257.0
0.53846	68.0	223.0
0.5641	87.0	213.0
0.58974	89.0	201.0
0.61538	74.0	222.0
0.64103	61.0	189.0
0.66667	38.0	182.0
0.69231	60.0	170.0
0.71795	41.0	147.0
0.74359	75.0	158.0
0.76923	41.0	132.0
0.79487	45.0	136.0
0.82051	52.0	147.0
0.84615	44.0	133.0
0.87179	36.0	133.0
0.89744	62.0	138.0
0.92308	51.0	143.0
0.94872	39.0	92.0
0.97436	38.0	150.0
1.0	29.0	122.0
