f	pi	p0
0.02564	5058.0	5220.0
0.05128	1829.0	2537.0
0.07692	1065.0	1754.0
0.10256	744.0	1291.0
0.12821	542.0	992.0
0.15385	418.0	787.0
0.17949	316.0	725.0
0.20513	273.0	594.0
0.23077	189.0	545.0
0.25641	225.0	459.0
0.28205	170.0	433.0
0.30769	173.0	390.0
0.33333	134.0	361.0
0.35897	137.0	354.0
0.38462	121.0	326.0
0.41026	101.0	303.0
0.4359	99.0	265.0
0.46154	64.0	240.0
0.48718	105.0	284.0
0.51282	64.0	228.0
0.53846	62.0	231.0
0.5641	82.0	190.0
0.58974	104.0	197.0
0.61538	74.0	186.0
0.64103	45.0	180.0
0.66667	52.0	172.0
0.69231	61.0	142.0
0.71795	49.0	156.0
0.74359	64.0	161.0
0.76923	40.0	135.0
0.79487	44.0	124.0
0.82051	51.0	160.0
0.84615	35.0	124.0
0.87179	58.0	123.0
0.89744	71.0	125.0
0.92308	60.0	138.0
0.94872	53.0	117.0
0.97436	37.0	152.0
1.0	28.0	114.0
