f	pi	p0
0.02564	5130.0	5072.0
0.05128	1847.0	2466.0
0.07692	1144.0	1688.0
0.10256	690.0	1271.0
0.12821	541.0	981.0
0.15385	424.0	818.0
0.17949	291.0	716.0
0.20513	270.0	647.0
0.23077	207.0	562.0
0.25641	196.0	435.0
0.28205	160.0	406.0
0.30769	178.0	373.0
0.33333	151.0	354.0
0.35897	146.0	350.0
0.38462	141.0	317.0
0.41026	118.0	291.0
0.4359	133.0	319.0
0.46154	93.0	252.0
0.48718	95.0	272.0
0.51282	75.0	242.0
0.53846	73.0	236.0
0.5641	73.0	208.0
0.58974	90.0	209.0
0.61538	58.0	210.0
0.64103	67.0	192.0
0.66667	52.0	170.0
0.69231	51.0	160.0
0.71795	54.0	175.0
0.74359	54.0	146.0
0.76923	38.0	166.0
0.79487	56.0	148.0
0.82051	63.0	137.0
0.84615	37.0	124.0
0.87179	54.0	109.0
0.89744	86.0	149.0
0.92308	64.0	119.0
0.94872	38.0	112.0
0.97436	36.0	116.0
1.0	43.0	124.0
