f	pi	p0
0.02564	5271.0	5088.0
0.05128	1794.0	2453.0
0.07692	1097.0	1696.0
0.10256	707.0	1202.0
0.12821	496.0	996.0
0.15385	410.0	814.0
0.17949	320.0	745.0
0.20513	264.0	631.0
0.23077	199.0	517.0
0.25641	221.0	429.0
0.28205	170.0	448.0
0.30769	206.0	405.0
0.33333	157.0	320.0
0.35897	148.0	361.0
0.38462	132.0	313.0
0.41026	103.0	267.0
0.4359	123.0	274.0
0.46154	65.0	244.0
0.48718	89.0	264.0
0.51282	72.0	245.0
0.53846	60.0	231.0
0.5641	96.0	192.0
0.58974	98.0	219.0
0.61538	58.0	197.0
0.64103	51.0	179.0
0.66667	65.0	179.0
0.69231	55.0	180.0
0.71795	44.0	170.0
0.74359	68.0	144.0
0.76923	46.0	153.0
0.79487	50.0	135.0
0.82051	52.0	156.0
0.84615	40.0	123.0
0.87179	54.0	131.0
0.89744	68.0	119.0
0.92308	54.0	169.0
0.94872	39.0	83.0
0.97436	47.0	127.0
1.0	41.0	154.0
