f	pi	p0
0.02564	5112.0	5229.0
0.05128	1877.0	2490.0
0.07692	1065.0	1678.0
0.10256	724.0	1224.0
0.12821	512.0	973.0
0.15385	439.0	763.0
0.17949	301.0	724.0
0.20513	272.0	637.0
0.23077	201.0	524.0
0.25641	235.0	437.0
0.28205	144.0	430.0
0.30769	187.0	386.0
0.33333	138.0	329.0
0.35897	144.0	353.0
0.38462	138.0	292.0
0.41026	110.0	288.0
0.4359	117.0	258.0
0.46154	79.0	220.0
0.48718	89.0	261.0
0.51282	81.0	236.0
0.53846	72.0	247.0
0.5641	94.0	195.0
0.58974	113.0	183.0
0.61538	51.0	179.0
0.64103	69.0	194.0
0.66667	67.0	174.0
0.69231	51.0	155.0
0.71795	57.0	186.0
0.74359	57.0	141.0
0.76923	38.0	160.0
0.79487	60.0	129.0
0.82051	65.0	183.0
0.84615	50.0	136.0
0.87179	37.0	128.0
0.89744	68.0	129.0
0.92308	59.0	128.0
0.94872	48.0	101.0
0.97436	41.0	142.0
1.0	45.0	112.0
