f	pi	p0
0.02564	5204.0	5168.0
0.05128	1885.0	2483.0
0.07692	1065.0	1689.0
0.10256	756.0	1318.0
0.12821	532.0	1000.0
0.15385	407.0	783.0
0.17949	321.0	679.0
0.20513	248.0	637.0
0.23077	205.0	515.0
0.25641	230.0	437.0
0.28205	150.0	426.0
0.30769	185.0	344.0
0.33333	133.0	388.0
0.35897	126.0	356.0
0.38462	146.0	311.0
0.41026	112.0	289.0
0.4359	122.0	283.0
0.46154	82.0	238.0
0.48718	85.0	264.0
0.51282	107.0	247.0
0.53846	71.0	244.0
0.5641	77.0	202.0
0.58974	77.0	211.0
0.61538	59.0	203.0
0.64103	64.0	195.0
0.66667	46.0	185.0
0.69231	60.0	152.0
0.71795	38.0	146.0
0.74359	66.0	139.0
0.76923	40.0	171.0
0.79487	44.0	124.0
0.82051	61.0	168.0
0.84615	38.0	120.0
0.87179	47.0	116.0
0.89744	89.0	125.0
0.92308	41.0	141.0
0.94872	50.0	95.0
0.97436	54.0	126.0
1.0	29.0	121.0
