f	pi	p0
0.02564	5169.0	5076.0
0.05128	1831.0	2423.0
0.07692	1087.0	1649.0
0.10256	684.0	1309.0
0.12821	564.0	964.0
0.15385	404.0	825.0
0.17949	284.0	746.0
0.20513	251.0	565.0
0.23077	208.0	538.0
0.25641	231.0	425.0
0.28205	148.0	418.0
0.30769	183.0	379.0
0.33333	140.0	337.0
0.35897	141.0	346.0
0.38462	120.0	328.0
0.41026	111.0	325.0
0.4359	107.0	264.0
0.46154	64.0	255.0
0.48718	105.0	284.0
0.51282	79.0	240.0
0.53846	68.0	242.0
0.5641	104.0	175.0
0.58974	96.0	195.0
0.61538	66.0	221.0
0.64103	62.0	196.0
0.66667	64.0	185.0
0.69231	58.0	129.0
0.71795	43.0	158.0
0.74359	61.0	130.0
0.76923	48.0	183.0
0.79487	53.0	141.0
0.82051	44.0	156.0
0.84615	31.0	138.0
0.87179	54.0	142.0
0.89744	71.0	139.0
0.92308	36.0	114.0
0.94872	53.0	112.0
0.97436	40.0	135.0
1.0	34.0	116.0
