f	pi	p0
0.02564	5023.0	5133.0
0.05128	1960.0	2422.0
0.07692	1066.0	1773.0
0.10256	725.0	1228.0
0.12821	563.0	943.0
0.15385	470.0	844.0
0.17949	330.0	699.0
0.20513	261.0	626.0
0.23077	184.0	584.0
0.25641	248.0	475.0
0.28205	159.0	441.0
0.30769	162.0	366.0
0.33333	134.0	336.0
0.35897	164.0	360.0
0.38462	140.0	305.0
0.41026	105.0	323.0
0.4359	121.0	282.0
0.46154	61.0	249.0
0.48718	106.0	255.0
0.51282	76.0	251.0
0.53846	79.0	222.0
0.5641	97.0	224.0
0.58974	85.0	209.0
0.61538	57.0	202.0
0.64103	65.0	164.0
0.66667	54.0	202.0
0.69231	61.0	117.0
0.71795	38.0	151.0
0.74359	64.0	132.0
0.76923	45.0	153.0
0.79487	40.0	128.0
0.82051	49.0	147.0
0.84615	49.0	128.0
0.87179	55.0	107.0
0.89744	76.0	127.0
0.92308	56.0	131.0
0.94872	41.0	145.0
0.97436	30.0	150.0
1.0	30.0	133.0
