f	pi	p0
0.02564	5135.0	5014.0
0.05128	1876.0	2443.0
0.07692	1099.0	1761.0
0.10256	715.0	1251.0
0.12821	534.0	996.0
0.15385	405.0	793.0
0.17949	284.0	701.0
0.20513	265.0	599.0
0.23077	230.0	557.0
0.25641	207.0	446.0
0.28205	158.0	432.0
0.30769	182.0	413.0
0.33333	155.0	343.0
0.35897	122.0	344.0
0.38462	107.0	297.0
0.41026	112.0	289.0
0.4359	130.0	276.0
0.46154	63.0	260.0
0.48718	69.0	247.0
0.51282	64.0	241.0
0.53846	63.0	222.0
0.5641	79.0	199.0
0.58974	99.0	200.0
0.61538	73.0	181.0
0.64103	57.0	184.0
0.66667	58.0	167.0
0.69231	49.0	141.0
0.71795	52.0	155.0
0.74359	73.0	140.0
0.76923	40.0	155.0
0.79487	69.0	129.0
0.82051	53.0	167.0
0.84615	26.0	122.0
0.87179	50.0	110.0
0.89744	66.0	129.0
0.92308	46.0	132.0
0.94872	40.0	97.0
0.97436	39.0	113.0
1.0	43.0	134.0
