f	pi	p0
0.02564	5198.0	5117.0
0.05128	1868.0	2472.0
0.07692	1060.0	1616.0
0.10256	715.0	1291.0
0.12821	588.0	1034.0
0.15385	444.0	838.0
0.17949	331.0	720.0
0.20513	250.0	616.0
0.23077	227.0	503.0
0.25641	231.0	476.0
0.28205	142.0	426.0
0.30769	205.0	376.0
0.33333	141.0	307.0
0.35897	158.0	346.0
0.38462	130.0	348.0
0.41026	111.0	285.0
0.4359	118.0	286.0
0.46154	63.0	229.0
0.48718	74.0	249.0
0.51282	83.0	218.0
0.53846	75.0	238.0
0.5641	98.0	193.0
0.58974	77.0	210.0
0.61538	72.0	207.0
0.64103	47.0	200.0
0.66667	52.0	160.0
0.69231	47.0	169.0
0.71795	41.0	159.0
0.74359	60.0	133.0
0.76923	43.0	149.0
0.79487	44.0	131.0
0.82051	57.0	146.0
0.84615	48.0	123.0
0.87179	56.0	133.0
0.89744	76.0	118.0
0.92308	50.0	148.0
0.94872	37.0	91.0
0.97436	44.0	127.0
1.0	31.0	133.0
