f	pi	p0
0.02564	5025.0	5171.0
0.05128	1943.0	2502.0
0.07692	1053.0	1714.0
0.10256	705.0	1304.0
0.12821	551.0	985.0
0.15385	429.0	877.0
0.17949	309.0	760.0
0.20513	271.0	590.0
0.23077	221.0	533.0
0.25641	227.0	449.0
0.28205	130.0	419.0
0.30769	166.0	363.0
0.33333	163.0	345.0
0.35897	152.0	333.0
0.38462	113.0	293.0
0.41026	100.0	320.0
0.4359	99.0	266.0
0.46154	73.0	216.0
0.48718	96.0	240.0
0.51282	94.0	229.0
0.53846	88.0	211.0
0.5641	68.0	160.0
0.58974	105.0	185.0
0.61538	68.0	199.0
0.64103	64.0	163.0
0.66667	44.0	181.0
0.69231	55.0	152.0
0.71795	49.0	145.0
0.74359	54.0	156.0
0.76923	67.0	170.0
0.79487	66.0	139.0
0.82051	63.0	167.0
0.84615	43.0	139.0
0.87179	64.0	140.0
0.89744	69.0	147.0
0.92308	55.0	151.0
0.94872	44.0	114.0
0.97436	32.0	130.0
1.0	30.0	141.0
