f	pi	p0
0.02564	5178.0	5255.0
0.05128	1887.0	2484.0
0.07692	1037.0	1701.0
0.10256	713.0	1263.0
0.12821	477.0	984.0
0.15385	400.0	851.0
0.17949	309.0	746.0
0.20513	281.0	577.0
0.23077	241.0	514.0
0.25641	239.0	434.0
0.28205	163.0	426.0
0.30769	188.0	398.0
0.33333	139.0	383.0
0.35897	151.0	335.0
0.38462	132.0	293.0
0.41026	82.0	304.0
0.4359	118.0	298.0
0.46154	71.0	261.0
0.48718	90.0	288.0
0.51282	84.0	193.0
0.53846	69.0	236.0
0.5641	78.0	200.0
0.58974	105.0	202.0
0.61538	66.0	191.0
0.64103	60.0	161.0
0.66667	61.0	186.0
0.69231	50.0	145.0
0.71795	43.0	136.0
0.74359	72.0	141.0
0.76923	58.0	140.0
0.79487	56.0	134.0
0.82051	51.0	137.0
0.84615	39.0	128.0
0.87179	57.0	115.0
0.89744	82.0	126.0
0.92308	56.0	142.0
0.94872	44.0	100.0
0.97436	35.0	121.0
1.0	30.0	138.0
