f	pi	p0
0.02564	5097.0	5014.0
0.05128	1824.0	2446.0
0.07692	1109.0	1705.0
0.10256	720.0	1255.0
0.12821	510.0	930.0
0.15385	459.0	859.0
0.17949	322.0	725.0
0.20513	251.0	642.0
0.23077	211.0	542.0
0.25641	231.0	409.0
0.28205	164.0	427.0
0.30769	181.0	340.0
0.33333	161.0	328.0
0.35897	147.0	343.0
0.38462	121.0	313.0
0.41026	107.0	324.0
0.4359	120.0	259.0
0.46154	71.0	262.0
0.48718	81.0	236.0
0.51282	72.0	230.0
0.53846	71.0	227.0
0.5641	76.0	184.0
0.58974	96.0	181.0
0.61538	69.0	196.0
0.64103	51.0	203.0
0.66667	56.0	176.0
0.69231	48.0	154.0
0.71795	54.0	171.0
0.74359	63.0	156.0
0.76923	37.0	164.0
0.79487	52.0	142.0
0.82051	66.0	160.0
0.84615	37.0	117.0
0.87179	42.0	154.0
0.89744	88.0	128.0
0.92308	56.0	126.0
0.94872	38.0	113.0
0.97436	41.0	140.0
1.0	36.0	149.0
