f	pi	p0
0.02564	5273.0	5138.0
0.05128	1888.0	2421.0
0.07692	1097.0	1788.0
0.10256	665.0	1258.0
0.12821	506.0	1065.0
0.15385	387.0	812.0
0.17949	311.0	713.0
0.20513	260.0	629.0
0.23077	186.0	555.0
0.25641	236.0	400.0
0.28205	156.0	431.0
0.30769	189.0	401.0
0.33333	152.0	346.0
0.35897	146.0	350.0
0.38462	123.0	339.0
0.41026	105.0	308.0
0.4359	97.0	262.0
0.46154	63.0	256.0
0.48718	82.0	228.0
0.51282	76.0	226.0
0.53846	56.0	230.0
0.5641	75.0	218.0
0.58974	84.0	193.0
0.61538	63.0	183.0
0.64103	69.0	190.0
0.66667	47.0	193.0
0.69231	57.0	144.0
0.71795	50.0	169.0
0.74359	58.0	142.0
0.76923	50.0	149.0
0.79487	48.0	109.0
0.82051	48.0	157.0
0.84615	44.0	128.0
0.87179	50.0	127.0
0.89744	74.0	131.0
0.92308	48.0	147.0
0.94872	56.0	107.0
0.97436	44.0	116.0
1.0	28.0	110.0
