f	pi	p0
0.02564	5045.0	5207.0
0.05128	1790.0	2488.0
0.07692	1044.0	1731.0
0.10256	668.0	1280.0
0.12821	548.0	957.0
0.15385	439.0	809.0
0.17949	302.0	714.0
0.20513	253.0	624.0
0.23077	217.0	488.0
0.25641	241.0	420.0
0.28205	147.0	434.0
0.30769	189.0	389.0
0.33333	147.0	347.0
0.35897	157.0	352.0
0.38462	114.0	321.0
0.41026	99.0	354.0
0.4359	113.0	273.0
0.46154	82.0	222.0
0.48718	95.0	243.0
0.51282	102.0	248.0
0.53846	75.0	240.0
0.5641	71.0	202.0
0.58974	96.0	194.0
0.61538	61.0	197.0
0.64103	46.0	183.0
0.66667	57.0	187.0
0.69231	55.0	147.0
0.71795	49.0	175.0
0.74359	61.0	141.0
0.76923	55.0	167.0
0.79487	46.0	125.0
0.82051	44.0	148.0
0.84615	33.0	147.0
0.87179	40.0	108.0
0.89744	79.0	115.0
0.92308	51.0	136.0
0.94872	57.0	108.0
0.97436	44.0	132.0
1.0	33.0	116.0
