f	pi	p0
0.02564	660.0	745.0
0.05128	271.0	404.0
0.07692	134.0	233.0
0.10256	71.0	164.0
0.12821	58.0	176.0
0.15385	33.0	124.0
0.17949	48.0	100.0
0.20513	31.0	97.0
0.23077	20.0	72.0
0.25641	24.0	83.0
0.28205	31.0	83.0
0.30769	28.0	57.0
0.33333	23.0	57.0
0.35897	14.0	69.0
0.38462	30.0	55.0
0.41026	12.0	22.0
0.4359	14.0	60.0
0.46154	21.0	45.0
0.48718	20.0	30.0
0.51282	11.0	31.0
0.53846	19.0	30.0
0.5641	2.0	45.0
0.58974	9.0	53.0
0.61538	2.0	37.0
0.64103	10.0	31.0
0.66667	9.0	26.0
0.69231	10.0	39.0
0.71795	9.0	18.0
0.74359	6.0	29.0
0.76923	8.0	23.0
0.79487	6.0	23.0
0.82051	5.0	21.0
0.84615	4.0	21.0
0.87179	7.0	22.0
0.89744	8.0	25.0
0.92308	9.0	20.0
0.94872	5.0	15.0
0.97436	8.0	19.0
1.0	11.0	19.0
