f	pi	p0
0.02564	643.0	745.0
0.05128	244.0	428.0
0.07692	128.0	209.0
0.10256	78.0	186.0
0.12821	74.0	171.0
0.15385	41.0	118.0
0.17949	46.0	114.0
0.20513	18.0	74.0
0.23077	25.0	72.0
0.25641	27.0	92.0
0.28205	19.0	77.0
0.30769	26.0	53.0
0.33333	20.0	74.0
0.35897	16.0	51.0
0.38462	25.0	57.0
0.41026	7.0	41.0
0.4359	9.0	33.0
0.46154	12.0	48.0
0.48718	21.0	31.0
0.51282	15.0	29.0
0.53846	20.0	36.0
0.5641	5.0	54.0
0.58974	12.0	27.0
0.61538	10.0	38.0
0.64103	8.0	25.0
0.66667	10.0	28.0
0.69231	7.0	52.0
0.71795	11.0	25.0
0.74359	12.0	31.0
0.76923	3.0	29.0
0.79487	9.0	26.0
0.82051	7.0	26.0
0.84615	8.0	22.0
0.87179	6.0	27.0
0.89744	5.0	27.0
0.92308	12.0	20.0
0.94872	2.0	15.0
0.97436	11.0	19.0
1.0	14.0	11.0
