f	pi	p0
0.02564	629.0	776.0
0.05128	233.0	384.0
0.07692	126.0	226.0
0.10256	95.0	183.0
0.12821	89.0	170.0
0.15385	42.0	124.0
0.17949	52.0	122.0
0.20513	31.0	76.0
0.23077	22.0	73.0
0.25641	30.0	93.0
0.28205	18.0	95.0
0.30769	25.0	50.0
0.33333	12.0	72.0
0.35897	14.0	50.0
0.38462	16.0	56.0
0.41026	9.0	47.0
0.4359	14.0	50.0
0.46154	16.0	53.0
0.48718	15.0	34.0
0.51282	11.0	34.0
0.53846	18.0	35.0
0.5641	4.0	46.0
0.58974	3.0	38.0
0.61538	6.0	27.0
0.64103	5.0	26.0
0.66667	9.0	23.0
0.69231	4.0	35.0
0.71795	9.0	23.0
0.74359	2.0	25.0
0.76923	9.0	30.0
0.79487	4.0	25.0
0.82051	8.0	17.0
0.84615	7.0	26.0
0.87179	6.0	20.0
0.89744	2.0	25.0
0.92308	6.0	21.0
0.94872	4.0	16.0
0.97436	4.0	19.0
1.0	7.0	18.0
