f	pi	p0
0.02564	635.0	732.0
0.05128	224.0	404.0
0.07692	129.0	255.0
0.10256	91.0	145.0
0.12821	55.0	153.0
0.15385	42.0	106.0
0.17949	58.0	128.0
0.20513	23.0	79.0
0.23077	32.0	78.0
0.25641	26.0	89.0
0.28205	33.0	83.0
0.30769	17.0	43.0
0.33333	11.0	71.0
0.35897	14.0	55.0
0.38462	17.0	50.0
0.41026	11.0	46.0
0.4359	20.0	48.0
0.46154	19.0	47.0
0.48718	14.0	27.0
0.51282	17.0	43.0
0.53846	16.0	37.0
0.5641	4.0	45.0
0.58974	19.0	29.0
0.61538	5.0	33.0
0.64103	5.0	25.0
0.66667	10.0	31.0
0.69231	3.0	36.0
0.71795	12.0	21.0
0.74359	4.0	12.0
0.76923	2.0	20.0
0.79487	9.0	24.0
0.82051	8.0	38.0
0.84615	5.0	25.0
0.87179	3.0	33.0
0.89744	3.0	28.0
0.92308	11.0	24.0
0.94872	5.0	21.0
0.97436	7.0	19.0
1.0	6.0	26.0
