f	pi	p0
0.02564	614.0	687.0
0.05128	205.0	429.0
0.07692	130.0	253.0
0.10256	81.0	171.0
0.12821	52.0	151.0
0.15385	41.0	132.0
0.17949	38.0	107.0
0.20513	19.0	86.0
0.23077	22.0	85.0
0.25641	22.0	88.0
0.28205	30.0	92.0
0.30769	21.0	63.0
0.33333	24.0	62.0
0.35897	17.0	55.0
0.38462	26.0	58.0
0.41026	11.0	43.0
0.4359	13.0	54.0
0.46154	20.0	63.0
0.48718	21.0	25.0
0.51282	12.0	38.0
0.53846	16.0	36.0
0.5641	7.0	34.0
0.58974	10.0	45.0
0.61538	6.0	30.0
0.64103	7.0	20.0
0.66667	7.0	14.0
0.69231	5.0	31.0
0.71795	9.0	20.0
0.74359	3.0	21.0
0.76923	6.0	29.0
0.79487	8.0	31.0
0.82051	4.0	29.0
0.84615	2.0	18.0
0.87179	8.0	18.0
0.89744	3.0	19.0
0.92308	5.0	30.0
0.94872	3.0	22.0
0.97436	4.0	14.0
1.0	6.0	15.0
