f	pi	p0
0.02564	630.0	686.0
0.05128	248.0	350.0
0.07692	125.0	234.0
0.10256	80.0	164.0
0.12821	69.0	146.0
0.15385	42.0	116.0
0.17949	48.0	106.0
0.20513	27.0	82.0
0.23077	31.0	81.0
0.25641	20.0	74.0
0.28205	32.0	98.0
0.30769	19.0	56.0
0.33333	22.0	64.0
0.35897	11.0	50.0
0.38462	26.0	53.0
0.41026	5.0	49.0
0.4359	22.0	39.0
0.46154	27.0	47.0
0.48718	14.0	27.0
0.51282	10.0	48.0
0.53846	16.0	49.0
0.5641	5.0	49.0
0.58974	7.0	36.0
0.61538	8.0	26.0
0.64103	2.0	33.0
0.66667	13.0	18.0
0.69231	5.0	44.0
0.71795	11.0	25.0
0.74359	8.0	41.0
0.76923	1.0	26.0
0.79487	9.0	23.0
0.82051	7.0	25.0
0.84615	5.0	17.0
0.87179	5.0	37.0
0.89744	3.0	20.0
0.92308	9.0	16.0
0.94872	4.0	13.0
0.97436	9.0	20.0
1.0	5.0	26.0
