f	pi	p0
0.02564	635.0	728.0
0.05128	239.0	339.0
0.07692	139.0	215.0
0.10256	81.0	137.0
0.12821	79.0	168.0
0.15385	35.0	118.0
0.17949	43.0	126.0
0.20513	31.0	77.0
0.23077	25.0	66.0
0.25641	25.0	79.0
0.28205	35.0	84.0
0.30769	32.0	42.0
0.33333	17.0	65.0
0.35897	13.0	70.0
0.38462	21.0	62.0
0.41026	10.0	34.0
0.4359	17.0	47.0
0.46154	16.0	57.0
0.48718	16.0	24.0
0.51282	11.0	39.0
0.53846	21.0	31.0
0.5641	5.0	47.0
0.58974	17.0	52.0
0.61538	5.0	38.0
0.64103	4.0	30.0
0.66667	12.0	20.0
0.69231	6.0	40.0
0.71795	8.0	29.0
0.74359	7.0	13.0
0.76923	6.0	25.0
0.79487	7.0	15.0
0.82051	4.0	41.0
0.84615	1.0	20.0
0.87179	5.0	30.0
0.89744	2.0	22.0
0.92308	4.0	23.0
0.94872	8.0	13.0
0.97436	2.0	14.0
1.0	9.0	18.0
