f	pi	p0
0.02564	630.0	791.0
0.05128	272.0	443.0
0.07692	129.0	241.0
0.10256	82.0	152.0
0.12821	71.0	165.0
0.15385	29.0	120.0
0.17949	43.0	110.0
0.20513	16.0	73.0
0.23077	27.0	74.0
0.25641	31.0	80.0
0.28205	29.0	83.0
0.30769	19.0	39.0
0.33333	14.0	60.0
0.35897	16.0	57.0
0.38462	21.0	63.0
0.41026	8.0	47.0
0.4359	15.0	47.0
0.46154	18.0	58.0
0.48718	15.0	30.0
0.51282	10.0	31.0
0.53846	26.0	39.0
0.5641	5.0	43.0
0.58974	6.0	40.0
0.61538	7.0	28.0
0.64103	8.0	31.0
0.66667	5.0	28.0
0.69231	9.0	45.0
0.71795	14.0	18.0
0.74359	8.0	33.0
0.76923	4.0	26.0
0.79487	7.0	30.0
0.82051	9.0	23.0
0.84615	6.0	21.0
0.87179	6.0	27.0
0.89744	4.0	25.0
0.92308	10.0	23.0
0.94872	5.0	20.0
0.97436	8.0	22.0
1.0	10.0	24.0
