f	pi	p0
0.02564	659.0	779.0
0.05128	252.0	391.0
0.07692	151.0	243.0
0.10256	76.0	143.0
0.12821	64.0	162.0
0.15385	38.0	137.0
0.17949	51.0	119.0
0.20513	29.0	79.0
0.23077	29.0	64.0
0.25641	27.0	74.0
0.28205	29.0	76.0
0.30769	15.0	57.0
0.33333	18.0	66.0
0.35897	11.0	55.0
0.38462	32.0	43.0
0.41026	11.0	37.0
0.4359	15.0	33.0
0.46154	21.0	50.0
0.48718	21.0	28.0
0.51282	14.0	34.0
0.53846	20.0	30.0
0.5641	3.0	41.0
0.58974	5.0	29.0
0.61538	4.0	40.0
0.64103	10.0	26.0
0.66667	6.0	19.0
0.69231	6.0	45.0
0.71795	10.0	22.0
0.74359	8.0	32.0
0.76923	8.0	27.0
0.79487	7.0	32.0
0.82051	6.0	25.0
0.84615	3.0	28.0
0.87179	3.0	26.0
0.89744	7.0	38.0
0.92308	8.0	24.0
0.94872	4.0	21.0
0.97436	5.0	24.0
1.0	7.0	18.0
