f	pi	p0
0.02564	685.0	732.0
0.05128	248.0	431.0
0.07692	138.0	221.0
0.10256	84.0	165.0
0.12821	64.0	125.0
0.15385	37.0	109.0
0.17949	48.0	119.0
0.20513	29.0	93.0
0.23077	24.0	76.0
0.25641	26.0	80.0
0.28205	26.0	86.0
0.30769	16.0	62.0
0.33333	19.0	70.0
0.35897	14.0	55.0
0.38462	20.0	66.0
0.41026	10.0	40.0
0.4359	16.0	43.0
0.46154	18.0	50.0
0.48718	17.0	27.0
0.51282	6.0	32.0
0.53846	17.0	32.0
0.5641	4.0	44.0
0.58974	16.0	38.0
0.61538	5.0	30.0
0.64103	6.0	20.0
0.66667	3.0	26.0
0.69231	9.0	42.0
0.71795	8.0	31.0
0.74359	4.0	23.0
0.76923	4.0	29.0
0.79487	6.0	23.0
0.82051	7.0	20.0
0.84615	3.0	23.0
0.87179	3.0	15.0
0.89744	5.0	40.0
0.92308	5.0	32.0
0.94872	2.0	23.0
0.97436	10.0	12.0
1.0	11.0	23.0
