f	pi	p0
0.02564	619.0	744.0
0.05128	221.0	378.0
0.07692	122.0	233.0
0.10256	80.0	159.0
0.12821	70.0	147.0
0.15385	32.0	112.0
0.17949	53.0	118.0
0.20513	24.0	96.0
0.23077	37.0	88.0
0.25641	23.0	97.0
0.28205	28.0	91.0
0.30769	22.0	56.0
0.33333	20.0	67.0
0.35897	15.0	59.0
0.38462	14.0	80.0
0.41026	10.0	34.0
0.4359	15.0	55.0
0.46154	18.0	49.0
0.48718	19.0	24.0
0.51282	6.0	30.0
0.53846	21.0	23.0
0.5641	3.0	44.0
0.58974	11.0	51.0
0.61538	7.0	39.0
0.64103	5.0	26.0
0.66667	5.0	19.0
0.69231	11.0	44.0
0.71795	11.0	24.0
0.74359	11.0	30.0
0.76923	10.0	17.0
0.79487	9.0	24.0
0.82051	10.0	27.0
0.84615	3.0	23.0
0.87179	6.0	29.0
0.89744	3.0	22.0
0.92308	9.0	11.0
0.94872	10.0	18.0
0.97436	4.0	15.0
1.0	8.0	16.0
