f	pi	p0
0.02564	656.0	760.0
0.05128	244.0	402.0
0.07692	128.0	214.0
0.10256	94.0	149.0
0.12821	67.0	151.0
0.15385	44.0	143.0
0.17949	45.0	129.0
0.20513	23.0	85.0
0.23077	40.0	70.0
0.25641	26.0	92.0
0.28205	23.0	84.0
0.30769	21.0	51.0
0.33333	23.0	63.0
0.35897	11.0	33.0
0.38462	23.0	66.0
0.41026	6.0	56.0
0.4359	19.0	51.0
0.46154	29.0	52.0
0.48718	15.0	22.0
0.51282	13.0	45.0
0.53846	20.0	43.0
0.5641	5.0	40.0
0.58974	14.0	36.0
0.61538	5.0	42.0
0.64103	5.0	25.0
0.66667	5.0	27.0
0.69231	6.0	36.0
0.71795	12.0	19.0
0.74359	1.0	30.0
0.76923	12.0	25.0
0.79487	4.0	20.0
0.82051	5.0	23.0
0.84615	5.0	23.0
0.87179	6.0	22.0
0.89744	1.0	21.0
0.92308	8.0	26.0
0.94872	6.0	14.0
0.97436	6.0	16.0
1.0	5.0	20.0
