f	pi	p0
0.02564	660.0	712.0
0.05128	214.0	402.0
0.07692	153.0	227.0
0.10256	85.0	160.0
0.12821	67.0	160.0
0.15385	39.0	121.0
0.17949	46.0	125.0
0.20513	20.0	79.0
0.23077	22.0	59.0
0.25641	30.0	85.0
0.28205	25.0	76.0
0.30769	16.0	47.0
0.33333	22.0	55.0
0.35897	16.0	49.0
0.38462	23.0	65.0
0.41026	6.0	35.0
0.4359	19.0	50.0
0.46154	15.0	47.0
0.48718	12.0	18.0
0.51282	11.0	37.0
0.53846	10.0	36.0
0.5641	6.0	63.0
0.58974	7.0	45.0
0.61538	3.0	34.0
0.64103	3.0	24.0
0.66667	9.0	24.0
0.69231	4.0	48.0
0.71795	15.0	26.0
0.74359	2.0	22.0
0.76923	4.0	23.0
0.79487	5.0	17.0
0.82051	6.0	31.0
0.84615	5.0	32.0
0.87179	6.0	34.0
0.89744	9.0	25.0
0.92308	4.0	21.0
0.94872	6.0	15.0
0.97436	8.0	23.0
1.0	4.0	17.0
